estimated_stock_pct,quantity,temperature,category,unit_price,month,day_of_month,day_of_week,hour
0.3633333333333333,0.0,-0.40756666666666663,14,7.19,3,2,2,17
0.515,0.0,-0.40756666666666663,0,15.19,3,2,2,17
0.405,1.0,-0.40756666666666663,18,12.99,3,2,2,17
0.835,0.0,-0.40756666666666663,9,5.49,3,2,2,17
0.36,4.0,-0.40756666666666663,8,9.49,3,2,2,17
0.18,1.0,-0.40756666666666663,8,5.99,3,2,2,17
0.81,0.0,-0.40756666666666663,17,10.99,3,2,2,17
0.61,9.0,-0.40756666666666663,21,4.49,3,2,2,17
0.46,0.0,-0.40756666666666663,19,0.19,3,2,2,17
0.45,0.0,-0.40756666666666663,15,9.99,3,2,2,17
0.315,1.0,-0.40756666666666663,1,4.19,3,2,2,17
0.135,0.0,-0.40756666666666663,7,4.19,3,2,2,17
0.38,1.0,-0.40756666666666663,1,10.19,3,2,2,17
0.265,0.0,-0.40756666666666663,17,8.99,3,2,2,17
0.38,0.0,-0.40756666666666663,7,4.99,3,2,2,17
0.85,0.0,-0.40756666666666663,20,3.99,3,2,2,17
0.52,6.0,-0.40756666666666663,21,0.49,3,2,2,17
0.28,0.0,-0.40756666666666663,9,7.19,3,2,2,17
0.03,4.0,-0.40756666666666663,19,2.99,3,2,2,17
0.62,0.0,-0.40756666666666663,6,15.49,3,2,2,17
0.79,0.0,-0.40756666666666663,3,16.19,3,2,2,17
0.06,0.0,-0.40756666666666663,9,9.49,3,2,2,17
0.2,0.0,-0.40756666666666663,13,20.99,3,2,2,17
0.15,0.0,-0.40756666666666663,0,12.49,3,2,2,17
0.5,4.0,-0.40756666666666663,6,16.99,3,2,2,17
0.3,0.0,-0.40756666666666663,9,7.19,3,2,2,17
0.5499999999999999,0.0,-0.40756666666666663,0,7.19,3,2,2,17
0.64,0.0,-0.40756666666666663,15,10.99,3,2,2,17
0.05,0.0,-0.40756666666666663,10,0.19,3,2,2,17
0.3,0.0,-0.40756666666666663,6,9.49,3,2,2,17
0.12,0.0,-0.40756666666666663,12,11.49,3,2,2,17
0.35000000000000003,7.0,-0.40756666666666663,10,4.49,3,2,2,17
0.285,0.0,-0.40756666666666663,7,4.49,3,2,2,17
0.36,13.0,-0.40756666666666663,10,0.19,3,2,2,17
0.78,0.0,-0.40756666666666663,20,0.19,3,2,2,17
0.06,0.0,-0.40756666666666663,20,4.19,3,2,2,17
0.7749999999999999,0.0,-0.40756666666666663,13,12.99,3,2,2,17
0.1,0.0,-0.40756666666666663,7,8.19,3,2,2,17
0.39,0.0,-0.40756666666666663,20,2.19,3,2,2,17
0.72,0.0,-0.40756666666666663,16,9.49,3,2,2,17
0.58,0.0,-0.40756666666666663,0,12.99,3,2,2,17
0.395,0.0,-0.40756666666666663,15,4.49,3,2,2,17
0.455,0.0,-0.40756666666666663,8,6.49,3,2,2,17
0.34,0.0,-0.40756666666666663,18,17.99,3,2,2,17
0.07,0.0,-0.40756666666666663,5,5.49,3,2,2,17
0.65,0.0,-0.40756666666666663,16,9.49,3,2,2,17
0.475,0.0,-0.40756666666666663,14,8.49,3,2,2,17
0.46499999999999997,2.0,-0.40756666666666663,5,13.99,3,2,2,17
0.15,0.0,-0.40756666666666663,14,4.99,3,2,2,17
0.5166666666666667,0.0,-0.40756666666666663,17,8.19,3,2,2,17
0.41,0.0,-0.40756666666666663,13,22.19,3,2,2,17
0.85,0.0,-0.40756666666666663,12,18.49,3,2,2,17
0.49,0.0,-0.40756666666666663,19,1.99,3,2,2,17
0.87,0.0,-0.40756666666666663,5,9.99,3,2,2,17
0.6666666666666666,3.0,-0.40756666666666663,21,1.99,3,2,2,17
0.98,0.0,-0.40756666666666663,3,13.19,3,2,2,17
0.44799999999999995,0.0,-0.40756666666666663,8,7.19,3,2,2,17
0.17,0.0,-0.40756666666666663,1,9.99,3,2,2,17
0.25,4.0,-0.40756666666666663,21,4.99,3,2,2,17
1.0,3.0,-0.40756666666666663,4,7.49,3,2,2,17
0.11,0.0,-0.40756666666666663,4,8.99,3,2,2,17
0.42,7.0,-0.40756666666666663,5,14.99,3,2,2,17
0.26,0.0,-0.40756666666666663,3,15.99,3,2,2,17
0.1,0.0,-0.40756666666666663,17,8.99,3,2,2,17
0.75,0.0,-0.40756666666666663,6,11.99,3,2,2,17
0.75,4.0,-0.40756666666666663,20,0.49,3,2,2,17
0.58,0.0,-0.40756666666666663,0,15.99,3,2,2,17
0.5650000000000001,0.0,-0.40756666666666663,6,14.19,3,2,2,17
0.83,2.0,-0.40756666666666663,8,9.19,3,2,2,17
0.41,3.0,-0.40756666666666663,8,8.19,3,2,2,17
0.03,0.0,-0.40756666666666663,12,12.19,3,2,2,17
0.675,0.0,-0.40756666666666663,20,0.49,3,2,2,17
0.02,0.0,-0.40756666666666663,17,6.99,3,2,2,17
0.81,6.0,-0.40756666666666663,21,4.19,3,2,2,17
0.94,0.0,-0.40756666666666663,15,12.19,3,2,2,17
0.685,2.0,-0.40756666666666663,4,3.49,3,2,2,17
0.72,0.0,-0.40756666666666663,3,8.19,3,2,2,17
0.33,0.0,-0.40756666666666663,19,4.99,3,2,2,17
0.75,0.0,-0.40756666666666663,12,8.99,3,2,2,17
0.88,0.0,-0.40756666666666663,7,5.49,3,2,2,17
1.0,0.0,-0.40756666666666663,14,2.99,3,2,2,17
0.36,4.0,-0.40756666666666663,14,6.99,3,2,2,17
0.35,0.0,-0.40756666666666663,12,14.99,3,2,2,17
0.5,2.0,-0.40756666666666663,6,14.19,3,2,2,17
0.25,0.0,-0.40756666666666663,7,8.49,3,2,2,17
0.5349999999999999,0.0,-0.40756666666666663,3,14.19,3,2,2,17
0.18,3.0,-0.40756666666666663,13,15.49,3,2,2,17
0.66,3.0,-0.40756666666666663,20,0.19,3,2,2,17
0.75,0.0,-0.40756666666666663,2,7.99,3,2,2,17
0.9,0.0,-0.40756666666666663,19,3.19,3,2,2,17
0.77,0.0,-1.0128666666666666,16,8.19,3,2,2,18
0.81,3.0,-1.0128666666666666,4,2.49,3,2,2,18
0.34,0.0,-1.0128666666666666,12,12.49,3,2,2,18
0.88,1.0,-1.0128666666666666,17,10.99,3,2,2,18
0.05,0.0,-1.0128666666666666,19,1.99,3,2,2,18
0.23249999999999998,3.0,-1.0128666666666666,12,16.19,3,2,2,18
0.6599999999999999,8.0,-1.0128666666666666,10,3.99,3,2,2,18
0.97,0.0,-1.0128666666666666,20,4.99,3,2,2,18
0.7,0.0,-1.0128666666666666,9,13.19,3,2,2,18
0.7933333333333333,0.0,-1.0128666666666666,7,9.99,3,2,2,18
0.475,0.0,-1.0128666666666666,13,20.49,3,2,2,18
0.79,0.0,-1.0128666666666666,1,8.99,3,2,2,18
0.36,0.0,-1.0128666666666666,3,11.99,3,2,2,18
0.53,3.0,-1.0128666666666666,2,8.19,3,2,2,18
0.44,0.0,-1.0128666666666666,18,20.49,3,2,2,18
0.25,2.0,-1.0128666666666666,15,16.99,3,2,2,18
0.42,0.0,-1.0128666666666666,1,6.99,3,2,2,18
0.88,1.0,-1.0128666666666666,16,8.49,3,2,2,18
0.45,3.0,-1.0128666666666666,9,12.49,3,2,2,18
0.185,0.0,-1.0128666666666666,14,6.19,3,2,2,18
0.42333333333333334,0.0,-1.0128666666666666,6,16.49,3,2,2,18
0.98,1.0,-1.0128666666666666,19,0.49,3,2,2,18
0.96,0.0,-1.0128666666666666,8,8.19,3,2,2,18
0.45999999999999996,0.0,-1.0128666666666666,20,3.49,3,2,2,18
0.545,0.0,-1.0128666666666666,5,9.99,3,2,2,18
0.7,0.0,-1.0128666666666666,7,3.19,3,2,2,18
0.06,0.0,-1.0128666666666666,11,10.49,3,2,2,18
0.69,0.0,-1.0128666666666666,19,4.19,3,2,2,18
0.08,0.0,-1.0128666666666666,11,19.19,3,2,2,18
0.33,0.0,-1.0128666666666666,1,4.99,3,2,2,18
0.34,0.0,-1.0128666666666666,17,3.49,3,2,2,18
0.39,0.0,-1.0128666666666666,16,14.49,3,2,2,18
1.0,0.0,-1.0128666666666666,9,4.99,3,2,2,18
0.95,0.0,-1.0128666666666666,11,16.19,3,2,2,18
0.48000000000000004,1.0,-1.0128666666666666,3,16.49,3,2,2,18
0.94,4.0,-1.0128666666666666,18,18.49,3,2,2,18
0.06,0.0,-1.0128666666666666,19,1.99,3,2,2,18
0.6666666666666666,0.0,-1.0128666666666666,19,3.19,3,2,2,18
0.02,0.0,-1.0128666666666666,7,5.19,3,2,2,18
0.59,6.0,-1.0128666666666666,10,0.49,3,2,2,18
0.33,0.0,-1.0128666666666666,6,8.99,3,2,2,18
0.605,4.0,-1.0128666666666666,18,19.19,3,2,2,18
0.74,4.0,-1.0128666666666666,1,7.49,3,2,2,18
0.53,0.0,-1.0128666666666666,11,15.49,3,2,2,18
0.32,1.0,-1.0128666666666666,12,11.99,3,2,2,18
0.91,3.0,-1.0128666666666666,10,3.99,3,2,2,18
0.32,0.0,-1.0128666666666666,0,12.19,3,2,2,18
0.445,4.0,-1.0128666666666666,17,6.49,3,2,2,18
0.35,4.0,-1.0128666666666666,15,3.49,3,2,2,18
0.51,0.0,-1.0128666666666666,19,3.99,3,2,2,18
0.08,0.0,-1.0128666666666666,5,10.99,3,2,2,18
0.8,0.0,-1.0128666666666666,18,12.99,3,2,2,18
0.12,0.0,-1.0128666666666666,1,8.49,3,2,2,18
0.98,0.0,-1.0128666666666666,3,14.49,3,2,2,18
0.575,6.0,-1.0128666666666666,8,9.49,3,2,2,18
0.42500000000000004,0.0,-1.0128666666666666,5,11.19,3,2,2,18
0.26,4.0,-1.0128666666666666,8,5.99,3,2,2,18
0.32999999999999996,0.0,-1.0128666666666666,9,8.99,3,2,2,18
0.13,0.0,-1.0128666666666666,17,10.99,3,2,2,18
0.6333333333333333,0.0,-1.0128666666666666,21,4.49,3,2,2,18
0.21,3.0,-1.0128666666666666,15,9.99,3,2,2,18
0.5,3.0,-1.0128666666666666,14,2.49,3,2,2,18
0.97,0.0,-1.0128666666666666,9,8.19,3,2,2,18
0.74,0.0,-1.0128666666666666,7,4.19,3,2,2,18
0.505,3.0,-1.0128666666666666,3,6.19,3,2,2,18
0.31,2.0,-1.0128666666666666,15,8.49,3,2,2,18
0.22999999999999998,4.0,-1.0128666666666666,21,2.49,3,2,2,18
0.46,0.0,-1.0128666666666666,1,10.19,3,2,2,18
0.44,2.0,-1.0128666666666666,9,7.19,3,2,2,18
0.13,0.0,-1.0128666666666666,19,2.99,3,2,2,18
0.63,0.0,-1.0128666666666666,13,20.99,3,2,2,18
0.44,0.0,-1.0128666666666666,0,12.49,3,2,2,18
0.79,0.0,-1.0128666666666666,5,6.49,3,2,2,18
0.6599999999999999,2.0,-1.0128666666666666,8,7.19,3,2,2,18
0.45,4.0,-1.0128666666666666,6,16.99,3,2,2,18
0.77,0.0,-1.0128666666666666,16,14.19,3,2,2,18
0.27999999999999997,0.0,-1.0128666666666666,1,10.99,3,2,2,18
0.88,0.0,-1.0128666666666666,15,6.99,3,2,2,18
0.07,0.0,-1.0128666666666666,13,11.49,3,2,2,18
0.92,0.0,-1.0128666666666666,0,7.19,3,2,2,18
0.01,0.0,-1.0128666666666666,15,10.99,3,2,2,18
0.65,0.0,-1.0128666666666666,10,0.19,3,2,2,18
0.4033333333333333,0.0,-1.0128666666666666,4,8.99,3,2,2,18
0.545,5.0,-1.0128666666666666,17,7.19,3,2,2,18
0.78,3.0,-1.0128666666666666,6,9.49,3,2,2,18
0.7050000000000001,5.0,-1.0128666666666666,10,0.19,3,2,2,18
0.47,0.0,-1.0128666666666666,20,0.19,3,2,2,18
0.91,4.0,-1.0128666666666666,13,12.99,3,2,2,18
0.14,0.0,-1.0128666666666666,15,14.49,3,2,2,18
0.95,1.0,-1.0128666666666666,16,9.49,3,2,2,18
0.18,0.0,-1.0128666666666666,0,12.99,3,2,2,18
0.07,0.0,-1.0128666666666666,3,7.99,3,2,2,18
0.11,0.0,-1.0128666666666666,15,4.49,3,2,2,18
0.34,0.0,-1.0128666666666666,3,15.19,3,2,2,18
0.39,4.0,-1.0128666666666666,8,6.49,3,2,2,18
0.55,3.0,-1.0128666666666666,14,2.99,3,2,2,18
0.69,7.0,-1.0128666666666666,21,1.49,3,2,2,18
0.7799999999999999,0.0,-1.0128666666666666,18,17.99,3,2,2,18
0.74,4.0,-1.0128666666666666,5,5.49,3,2,2,18
0.36,0.0,-1.0128666666666666,16,9.49,3,2,2,18
0.01,6.0,-1.0128666666666666,14,8.49,3,2,2,18
0.22,0.0,-1.0128666666666666,5,13.99,3,2,2,18
0.11,0.0,-1.0128666666666666,1,5.99,3,2,2,18
0.635,5.0,-1.0128666666666666,13,23.99,3,2,2,18
0.16,0.0,-1.0128666666666666,2,2.49,3,2,2,18
0.5549999999999999,0.0,-1.0128666666666666,12,18.49,3,2,2,18
0.49,0.0,-1.0128666666666666,5,9.99,3,2,2,18
0.49,2.0,-1.0128666666666666,0,9.99,3,2,2,18
0.55,0.0,-1.0128666666666666,3,13.19,3,2,2,18
0.44,3.0,-1.0128666666666666,3,12.49,3,2,2,18
0.35,0.0,-1.0128666666666666,19,1.49,3,2,2,18
0.44,0.0,-1.0128666666666666,8,7.19,3,2,2,18
0.7050000000000001,0.0,-1.0128666666666666,9,13.99,3,2,2,18
0.09,0.0,-1.0128666666666666,6,14.19,3,2,2,18
0.9,0.0,-1.0128666666666666,15,7.49,3,2,2,18
0.3333333333333333,3.0,-1.0128666666666666,10,3.99,3,2,2,18
0.01,0.0,-1.0128666666666666,5,6.49,3,2,2,18
0.14,0.0,-1.0128666666666666,4,7.49,3,2,2,18
0.515,2.0,-1.0128666666666666,18,18.49,3,2,2,18
0.675,0.0,-1.0128666666666666,4,8.19,3,2,2,18
0.95,3.0,-1.0128666666666666,17,8.99,3,2,2,18
0.42,0.0,-1.0128666666666666,18,18.19,3,2,2,18
0.52,0.0,-1.0128666666666666,16,8.99,3,2,2,18
0.54,0.0,-1.0128666666666666,0,15.99,3,2,2,18
0.85,0.0,-1.0128666666666666,7,9.19,3,2,2,18
0.07,0.0,-1.0128666666666666,8,9.19,3,2,2,18
0.9099999999999999,0.0,-1.0128666666666666,8,8.19,3,2,2,18
0.65,0.0,-1.0128666666666666,0,13.49,3,2,2,18
0.63,0.0,-1.0128666666666666,4,2.49,3,2,2,18
0.6499999999999999,5.0,-1.0128666666666666,12,12.19,3,2,2,18
0.54,0.0,-1.0128666666666666,21,1.19,3,2,2,18
0.42500000000000004,0.0,-1.0128666666666666,20,0.49,3,2,2,18
0.95,0.0,-1.0128666666666666,13,21.99,3,2,2,18
0.83,0.0,-1.0128666666666666,20,5.19,3,2,2,18
0.32,0.0,-1.0128666666666666,17,6.99,3,2,2,18
0.62,4.0,-1.0128666666666666,21,4.19,3,2,2,18
0.69,0.0,-1.0128666666666666,15,5.19,3,2,2,18
0.43,0.0,-1.0128666666666666,4,3.49,3,2,2,18
0.385,0.0,-1.0128666666666666,1,7.99,3,2,2,18
0.56,0.0,-1.0128666666666666,9,11.19,3,2,2,18
0.91,5.0,-1.0128666666666666,14,2.19,3,2,2,18
0.3,7.0,-1.0128666666666666,4,8.49,3,2,2,18
0.355,0.0,-1.0128666666666666,1,10.49,3,2,2,18
0.435,0.0,-1.0128666666666666,20,4.99,3,2,2,18
0.95,0.0,-1.0128666666666666,19,4.99,3,2,2,18
0.73,0.0,-1.0128666666666666,7,5.49,3,2,2,18
0.52,4.0,-1.0128666666666666,10,4.99,3,2,2,18
0.51,1.0,-1.0128666666666666,12,19.99,3,2,2,18
0.34,0.0,-1.0128666666666666,14,6.99,3,2,2,18
0.56,0.0,-1.0128666666666666,6,14.19,3,2,2,18
0.61,0.0,-1.0128666666666666,4,8.99,3,2,2,18
0.655,0.0,-1.0128666666666666,7,8.49,3,2,2,18
0.44,0.0,-1.0128666666666666,13,15.49,3,2,2,18
0.5,4.0,-1.1909748427672957,21,1.49,3,2,2,19
0.17,0.0,-1.1909748427672957,0,14.19,3,2,2,19
0.84,0.0,-1.1909748427672957,4,2.49,3,2,2,19
0.4666666666666666,3.0,-1.1909748427672957,10,0.49,3,2,2,19
0.35,0.0,-1.1909748427672957,17,10.99,3,2,2,19
0.66,0.0,-1.1909748427672957,8,9.49,3,2,2,19
0.14,4.0,-1.1909748427672957,3,15.99,3,2,2,19
0.64,3.0,-1.1909748427672957,9,13.49,3,2,2,19
0.93,0.0,-1.1909748427672957,16,11.19,3,2,2,19
0.5549999999999999,6.0,-1.1909748427672957,10,3.99,3,2,2,19
0.72,0.0,-1.1909748427672957,6,16.99,3,2,2,19
0.3433333333333333,0.0,-1.1909748427672957,20,4.99,3,2,2,19
0.7949999999999999,0.0,-1.1909748427672957,13,19.99,3,2,2,19
0.55,0.0,-1.1909748427672957,3,11.99,3,2,2,19
0.35,0.0,-1.1909748427672957,18,20.49,3,2,2,19
0.55,0.0,-1.1909748427672957,2,7.49,3,2,2,19
0.98,0.0,-1.1909748427672957,17,4.49,3,2,2,19
0.5166666666666667,0.0,-1.1909748427672957,16,8.49,3,2,2,19
0.34,3.0,-1.1909748427672957,9,12.49,3,2,2,19
0.7166666666666667,0.0,-1.1909748427672957,11,18.19,3,2,2,19
0.13,0.0,-1.1909748427672957,0,10.19,3,2,2,19
0.73,3.0,-1.1909748427672957,3,16.19,3,2,2,19
0.33,8.0,-1.1909748427672957,8,8.19,3,2,2,19
0.68,3.0,-1.1909748427672957,11,18.49,3,2,2,19
0.09,0.0,-1.1909748427672957,5,9.99,3,2,2,19
0.5,0.0,-1.1909748427672957,1,4.99,3,2,2,19
0.67,0.0,-1.1909748427672957,6,10.99,3,2,2,19
0.545,0.0,-1.1909748427672957,17,3.49,3,2,2,19
0.09,0.0,-1.1909748427672957,16,14.49,3,2,2,19
0.01,0.0,-1.1909748427672957,2,7.99,3,2,2,19
0.25,2.0,-1.1909748427672957,9,4.99,3,2,2,19
0.89,2.0,-1.1909748427672957,14,6.19,3,2,2,19
0.39,0.0,-1.1909748427672957,5,5.49,3,2,2,19
0.77,3.0,-1.1909748427672957,0,14.99,3,2,2,19
0.2,1.0,-1.1909748427672957,6,9.49,3,2,2,19
0.11,0.0,-1.1909748427672957,12,16.19,3,2,2,19
0.53,0.0,-1.1909748427672957,3,5.19,3,2,2,19
0.5433333333333333,0.0,-1.1909748427672957,4,7.19,3,2,2,19
0.02,0.0,-1.1909748427672957,19,1.99,3,2,2,19
0.39333333333333337,0.0,-1.1909748427672957,17,6.19,3,2,2,19
0.93,0.0,-1.1909748427672957,6,8.99,3,2,2,19
0.39666666666666667,0.0,-1.1909748427672957,9,11.49,3,2,2,19
0.26,0.0,-1.1909748427672957,12,20.49,3,2,2,19
0.63,0.0,-1.1909748427672957,2,3.99,3,2,2,19
0.72,0.0,-1.1909748427672957,12,11.99,3,2,2,19
0.97,8.0,-1.1909748427672957,17,6.49,3,2,2,19
0.96,0.0,-1.1909748427672957,5,10.99,3,2,2,19
0.08,0.0,-1.1909748427672957,1,6.49,3,2,2,19
0.62,3.0,-1.1909748427672957,8,9.49,3,2,2,19
0.74,0.0,-1.1909748427672957,5,11.19,3,2,2,19
0.29,4.0,-1.1909748427672957,8,5.99,3,2,2,19
0.19666666666666668,0.0,-1.1909748427672957,9,8.99,3,2,2,19
0.28,4.0,-1.1909748427672957,17,10.99,3,2,2,19
0.45499999999999996,3.0,-1.1909748427672957,19,0.19,3,2,2,19
0.63,0.0,-1.1909748427672957,15,9.99,3,2,2,19
0.39,0.0,-1.1909748427672957,18,16.49,3,2,2,19
0.07,0.0,-1.1909748427672957,7,4.19,3,2,2,19
0.83,0.0,-1.1909748427672957,3,6.19,3,2,2,19
0.22,0.0,-1.1909748427672957,18,19.49,3,2,2,19
0.31,0.0,-1.1909748427672957,7,9.19,3,2,2,19
0.53,2.0,-1.1909748427672957,17,8.99,3,2,2,19
0.595,0.0,-1.1909748427672957,20,3.99,3,2,2,19
0.13,4.0,-1.1909748427672957,9,7.49,3,2,2,19
0.7,0.0,-1.1909748427672957,1,10.49,3,2,2,19
0.25,0.0,-1.1909748427672957,6,15.49,3,2,2,19
0.38,0.0,-1.1909748427672957,3,16.19,3,2,2,19
0.495,0.0,-1.1909748427672957,13,20.99,3,2,2,19
0.08,1.0,-1.1909748427672957,0,12.49,3,2,2,19
0.69,0.0,-1.1909748427672957,8,7.19,3,2,2,19
0.99,1.0,-1.1909748427672957,1,4.99,3,2,2,19
0.96,0.0,-1.1909748427672957,16,14.19,3,2,2,19
0.5666666666666667,0.0,-1.1909748427672957,20,5.49,3,2,2,19
0.57,0.0,-1.1909748427672957,18,10.19,3,2,2,19
0.01,0.0,-1.1909748427672957,2,7.19,3,2,2,19
0.54,4.0,-1.1909748427672957,5,4.99,3,2,2,19
0.63,0.0,-1.1909748427672957,13,11.49,3,2,2,19
0.69,0.0,-1.1909748427672957,9,7.19,3,2,2,19
0.6699999999999999,0.0,-1.1909748427672957,0,7.19,3,2,2,19
0.58,0.0,-1.1909748427672957,15,10.99,3,2,2,19
0.32,2.0,-1.1909748427672957,17,7.19,3,2,2,19
0.65,0.0,-1.1909748427672957,6,9.49,3,2,2,19
0.74,0.0,-1.1909748427672957,12,11.49,3,2,2,19
0.4066666666666667,2.0,-1.1909748427672957,10,4.49,3,2,2,19
0.6,0.0,-1.1909748427672957,7,4.49,3,2,2,19
0.37,0.0,-1.1909748427672957,16,9.49,3,2,2,19
0.48,0.0,-1.1909748427672957,15,4.49,3,2,2,19
0.32499999999999996,4.0,-1.1909748427672957,11,10.19,3,2,2,19
0.5549999999999999,0.0,-1.1909748427672957,8,6.49,3,2,2,19
0.07,0.0,-1.1909748427672957,14,2.99,3,2,2,19
0.57,0.0,-1.1909748427672957,5,5.49,3,2,2,19
0.63,0.0,-1.1909748427672957,14,8.49,3,2,2,19
0.9199999999999999,0.0,-1.1909748427672957,5,13.99,3,2,2,19
0.47,0.0,-1.1909748427672957,13,22.19,3,2,2,19
0.4,0.0,-1.1909748427672957,5,9.99,3,2,2,19
0.46399999999999997,0.0,-1.1909748427672957,0,9.99,3,2,2,19
0.95,0.0,-1.1909748427672957,19,1.49,3,2,2,19
0.52,2.0,-1.1909748427672957,2,2.49,3,2,2,19
0.48,8.0,-1.1909748427672957,14,3.49,3,2,2,19
0.32,0.0,-1.1909748427672957,15,7.49,3,2,2,19
0.27,6.0,-1.1909748427672957,10,3.99,3,2,2,19
0.96,0.0,-1.1909748427672957,4,7.49,3,2,2,19
0.255,0.0,-1.1909748427672957,4,8.99,3,2,2,19
0.74,7.0,-1.1909748427672957,18,18.49,3,2,2,19
0.1,4.0,-1.1909748427672957,5,14.99,3,2,2,19
0.53,0.0,-1.1909748427672957,3,15.99,3,2,2,19
0.71,0.0,-1.1909748427672957,20,0.49,3,2,2,19
0.07,0.0,-1.1909748427672957,0,15.99,3,2,2,19
0.27,0.0,-1.1909748427672957,7,9.19,3,2,2,19
0.44,4.0,-1.1909748427672957,21,1.99,3,2,2,19
0.4066666666666667,1.0,-1.1909748427672957,13,14.99,3,2,2,19
0.99,0.0,-1.1909748427672957,0,13.49,3,2,2,19
0.69,0.0,-1.1909748427672957,4,2.49,3,2,2,19
0.76,3.0,-1.1909748427672957,14,5.49,3,2,2,19
0.51,0.0,-1.1909748427672957,16,11.99,3,2,2,19
0.54,0.0,-1.1909748427672957,12,12.19,3,2,2,19
0.31,5.0,-1.1909748427672957,21,1.19,3,2,2,19
0.02,0.0,-1.1909748427672957,19,4.49,3,2,2,19
0.91,4.0,-1.1909748427672957,19,0.19,3,2,2,19
0.085,0.0,-1.1909748427672957,20,5.19,3,2,2,19
0.62,0.0,-1.1909748427672957,11,18.99,3,2,2,19
0.23,4.0,-1.1909748427672957,18,10.19,3,2,2,19
0.565,0.0,-1.1909748427672957,5,5.99,3,2,2,19
0.49,4.0,-1.1909748427672957,15,5.19,3,2,2,19
1.0,0.0,-1.1909748427672957,15,12.19,3,2,2,19
0.195,0.0,-1.1909748427672957,9,11.19,3,2,2,19
0.79,1.0,-1.1909748427672957,0,8.19,3,2,2,19
0.83,3.0,-1.1909748427672957,1,8.49,3,2,2,19
0.11,0.0,-1.1909748427672957,2,7.49,3,2,2,19
0.46,0.0,-1.1909748427672957,4,8.49,3,2,2,19
0.01,4.0,-1.1909748427672957,12,8.99,3,2,2,19
0.7,0.0,-1.1909748427672957,7,5.49,3,2,2,19
0.34,7.0,-1.1909748427672957,10,4.99,3,2,2,19
0.26333333333333336,3.0,-1.1909748427672957,12,14.99,3,2,2,19
0.18,2.0,-1.1909748427672957,4,8.99,3,2,2,19
0.42333333333333334,0.0,-1.1909748427672957,7,8.49,3,2,2,19
0.89,0.0,-1.1909748427672957,13,15.49,3,2,2,19
0.89,0.0,-1.1909748427672957,20,0.19,3,2,2,19
0.06,0.0,-1.1909748427672957,2,7.99,3,2,2,19
0.98,0.0,0.08837499999999997,11,11.19,3,3,3,9
0.14,0.0,0.08837499999999997,21,1.49,3,3,3,9
0.6699999999999999,0.0,0.08837499999999997,0,14.19,3,3,3,9
0.33,0.0,0.08837499999999997,3,20.19,3,3,3,9
0.5,2.0,0.08837499999999997,10,0.49,3,3,3,9
0.82,1.0,0.08837499999999997,12,12.49,3,3,3,9
0.25,4.0,0.08837499999999997,18,12.49,3,3,3,9
0.29,1.0,0.08837499999999997,17,10.99,3,3,3,9
0.47,0.0,0.08837499999999997,8,9.49,3,3,3,9
1.0,1.0,0.08837499999999997,16,11.19,3,3,3,9
0.665,0.0,0.08837499999999997,12,16.19,3,3,3,9
0.29,0.0,0.08837499999999997,10,3.99,3,3,3,9
0.75,2.0,0.08837499999999997,2,2.99,3,3,3,9
0.09,0.0,0.08837499999999997,9,13.19,3,3,3,9
0.5,0.0,0.08837499999999997,13,20.49,3,3,3,9
0.24,4.0,0.08837499999999997,11,18.19,3,3,3,9
0.34,0.0,0.08837499999999997,0,10.19,3,3,3,9
0.8,0.0,0.08837499999999997,19,0.49,3,3,3,9
0.39,0.0,0.08837499999999997,3,16.19,3,3,3,9
0.18,2.0,0.08837499999999997,11,18.49,3,3,3,9
0.16,3.0,0.08837499999999997,2,8.19,3,3,3,9
0.855,0.0,0.08837499999999997,5,9.99,3,3,3,9
0.29,0.0,0.08837499999999997,19,4.19,3,3,3,9
0.89,2.0,0.08837499999999997,1,4.99,3,3,3,9
0.81,0.0,0.08837499999999997,16,14.49,3,3,3,9
0.78,0.0,0.08837499999999997,5,5.49,3,3,3,9
0.69,0.0,0.08837499999999997,6,7.49,3,3,3,9
0.94,0.0,0.08837499999999997,11,16.19,3,3,3,9
0.98,0.0,0.08837499999999997,1,5.49,3,3,3,9
0.77,0.0,0.08837499999999997,0,14.99,3,3,3,9
0.43,0.0,0.08837499999999997,12,16.19,3,3,3,9
0.54,0.0,0.08837499999999997,3,5.19,3,3,3,9
0.755,0.0,0.08837499999999997,10,0.49,3,3,3,9
0.91,0.0,0.08837499999999997,9,11.49,3,3,3,9
0.6,0.0,0.08837499999999997,18,19.19,3,3,3,9
0.45,0.0,0.08837499999999997,1,7.49,3,3,3,9
0.94,0.0,0.08837499999999997,11,15.49,3,3,3,9
0.06,2.0,0.08837499999999997,12,20.49,3,3,3,9
0.21000000000000002,0.0,0.08837499999999997,2,3.99,3,3,3,9
0.73,0.0,0.08837499999999997,12,11.99,3,3,3,9
0.59,5.0,0.08837499999999997,10,3.99,3,3,3,9
0.635,0.0,0.08837499999999997,15,3.49,3,3,3,9
0.86,0.0,0.08837499999999997,19,3.99,3,3,3,9
0.44,0.0,0.08837499999999997,7,7.99,3,3,3,9
0.47,0.0,0.08837499999999997,7,5.49,3,3,3,9
0.65,0.0,0.08837499999999997,1,8.49,3,3,3,9
0.31,0.0,0.08837499999999997,1,6.49,3,3,3,9
0.95,0.0,0.08837499999999997,3,14.49,3,3,3,9
